FacultyID  ,Category ,Preference 1                                                    ,Preference 2                                                    ,Preference 3                                                    ,Preference 4                                                 ,Preference 5                                                    ,Preference 6                                                    ,Preference 7                                                    ,Preference 8                                                    ,Preference 9                                               ,Preference 10                                                ,Preference 11                                                ,Preference 12
180 ,x2       ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING           ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDCDC - MATH F366 - LABORATORY PROJECT                          ,HDELE - BITS G553 - REAL TIME SYSTEMS                        ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                      ,FDELE - HSS F332 - CINEMATIC ART                                ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,HDELE - ME G512 - FINITE ELEMENT METHOD                    ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                 ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                  ,FDELE - MATH F421 - COMBINATORIAL MATHS
181 ,x1       ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDELE - ECE F376 - DESIGN PROJECT                            ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                      ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,FDELE - HSS F332 - CINEMATIC ART                           ,FDCDC - CHE F433 - CORROSION ENGINEERING                     ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                   ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS
182 ,x3       ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,HDELE - ME F366 - LABORATORY PROJECT                            ,FDELE - EEE F366 - LABORATORY PROJECT                           ,FDCDC - CHE F366 - LABORATORY PROJECT                        ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE        ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                     ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                         ,HDELE - ME F112 - WORKSHOP PRACTICE                             ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                  ,FDCDC - CHE F376 - DESIGN PROJECT                            ,FDELE - CS F491 - SPECIAL PROJECT                            ,FDCDC - MATH F353 - STATISTICAL INFER & APP
183 ,x3       ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"             ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                 ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                      ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,FDCDC - CHE F212 - FLUID MECHANICS                         ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                     ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                 ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE
184 ,x3       ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,HDELE - DE G531 - PRODUCT DESIGN                             ,FDELE - EEE F491 - SPECIAL PROJECT                              ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDELE - BIO F311 - RECOMBINANT DNA TECH                         ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH            ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                  ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                ,FDCDC - CHE F313 - SEPARATION PROCESSES II
185 ,x3       ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDELE - EEE F491 - SPECIAL PROJECT                              ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                  ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,FDELE - PHY F213 - OPTICS                                       ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,HDELE - ME F415 - GAS DYNAMICS                             ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                       ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                     ,FDCDC - CHEM F376 - DESIGN PROJECT
186 ,x2       ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                         ,HDELE - BIO G526 - CANCER BIOLOGY                            ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                      ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS                 ,FDCDC - CHE F376 - DESIGN PROJECT                               ,HDCDC - MEL G611 - I C FABRICATION TECH                    ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT   ,HDELE - BITS G539 - RESEARCH PROJECT II                      ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY
187 ,x3       ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,FDCDC - MATH F212 - OPTIMIZATION                                ,FDCDC - MATH F491 - SPECIAL PROJECT                             ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                    ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                      ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO               ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                  ,FDELE - CS F351 - THEORY OF COMPUTATION                      ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                       ,HDELE - ME F376 - DESIGN PROJECT
188 ,x3       ,FDELE - EEE F376 - DESIGN PROJECT                               ,HDELE - ME G512 - FINITE ELEMENT METHOD                         ,FDCDC - EEE F266 - STUDY PROJECT                                ,HDELE - ME F316 - MANUFACTURING MANAGEMENT                   ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDELE - BIO F266 - STUDY PROJECT                                ,HDCDC - MEL G621 - VLSI DESIGN                                  ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS            ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                  ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,FDELE - IS F341 - SOFTWARE ENGINEERING
189 ,x3       ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                       ,FDCDC - INSTR F366 - LABORATORY PROJECT                         ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDELE - PHY F266 - STUDY PROJECT                             ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                         ,HDELE - ME F415 - GAS DYNAMICS                                  ,HDELE - ME F366 - LABORATORY PROJECT                            ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY               ,FDELE - BITS F112 - TECH REPORT WRITING                      ,FDCDC - CS F376 - DESIGN PROJECT                             ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT
190 ,x2       ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                      ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                      ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                    ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                    ,FDELE - ECE F376 - DESIGN PROJECT                          ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE" ,HDELE - DE G531 - PRODUCT DESIGN                             ,HDELE - ME F316 - MANUFACTURING MANAGEMENT
191 ,x3       ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,HDCDC - BITS G562T - DISSERTATION                               ,FDCDC - EEE F215 - DIGITAL DESIGN                            ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,HDCDC - ME F212 - FLUID MECHANICS                               ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,FDELE - PHY F266 - STUDY PROJECT                           ,FDCDC - BIO F213 - CELL BIOLOGY                              ,FDELE - EEE F366 - LABORATORY PROJECT                        ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I
192 ,x3       ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDELE - CS F429 - NATURAL LANG PROCESS                          ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,HDCDC - ME F485 - NUM TECH FL FLOW & HEAT TRANS              ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS           ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,HDCDC - BITS G529 - RESEARCH PROJECT I                       ,FDCDC - MATH F353 - STATISTICAL INFER & APP
193 ,x3       ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING            ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,HDELE - ME G512 - FINITE ELEMENT METHOD                         ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                      ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP               ,FDCDC - MATH F215 - ALGEBRA I                                ,FDCDC - CHE F366 - LABORATORY PROJECT                        ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS
194 ,x3       ,FDCDC - MATH F366 - LABORATORY PROJECT                          ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,HDELE - BITS G561T - DISSERTATION                               ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,FDELE - ECE F376 - DESIGN PROJECT                               ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,FDELE - EEE F491 - SPECIAL PROJECT                              ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,HDELE - CS G541 - PERVASIVE COMPUTING                      ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,FDCDC - EEE F214 - ELECTRONIC DEVICES                        ,HDCDC - BITS G540 - RESEARCH PRACTICE
195 ,x2       ,FDCDC - MATH F353 - STATISTICAL INFER & APP                     ,FDELE - PHY F266 - STUDY PROJECT                                ,HDCDC - MEL G621 - VLSI DESIGN                                  ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                       ,FDCDC - CS F376 - DESIGN PROJECT                                ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,HDELE - BITS G553 - REAL TIME SYSTEMS                      ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                     ,FDCDC - MATH F212 - OPTIMIZATION                             ,FDELE - CS F429 - NATURAL LANG PROCESS
196 ,x3       ,FDCDC - CHE F266 - STUDY PROJECT                                ,FDELE - CHE F414 - TRANSPORT PHENOMENA                          ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS                ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,HDELE - BITS G553 - REAL TIME SYSTEMS                           ,HDCDC - BITS G563T - DISSERTATION                               ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE   ,HDELE - ME F112 - WORKSHOP PRACTICE                          ,FDCDC - PHY F311 - QUANTUM MECHANICS II                      ,FDELE - CHE F214 - ENGINEERING CHEMISTRY
197 ,x3       ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                     ,HDELE - CHE G613 - ADVANCED MASS TRANSFER                    ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,HDELE - DE G531 - PRODUCT DESIGN                           ,FDELE - MATH F113 - PROBABILITY & STATISTICS                 ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                     ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY
198 ,x2       ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                      ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDCDC - INSTR F366 - LABORATORY PROJECT                         ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                       ,HDELE - DE G531 - PRODUCT DESIGN                                ,FDELE - PHY F110 - PHYSICS LABORATORY                      ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR           ,HDCDC - DE G611 - DYNAMICS & VIBRATION                       ,FDCDC - PHY F366 - LABORATORY PROJECT
199 ,x3       ,HDELE - ME F316 - MANUFACTURING MANAGEMENT                      ,FDCDC - CS F376 - DESIGN PROJECT                                ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN               ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,FDCDC - CHE F433 - CORROSION ENGINEERING                        ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY               ,FDELE - PHY F211 - CLASSICAL MECHANICS                       ,FDELE - PHY F315 - THEORY OF RELATIVITY                      ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS
200 ,x2       ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,HDCDC - ME F211 - MECHANICS OF SOLIDS                           ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                 ,FDCDC - PHY F312 - STATISTICAL MECHANICS                        ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                  ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS      ,FDELE - BITS F415 - INTRODUCTION TO MEMS                     ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS
